LEARNING PROBLEM: 'Iris-virginica'
	WEIGHTS: < w0: 0.522, w1: 0.429, w2: 0.315, w3: 0.523, w4: 0.641, >
	EPOCH #0, 73 errors:
		d_0 = ([5.1, 3.5, 1.4, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_1 = ([4.9, 3.0, 1.4, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_2 = ([4.7, 3.2, 1.3, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_3 = ([4.6, 3.1, 1.5, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_4 = ([5.0, 3.6, 1.4, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_5 = ([5.4, 3.9, 1.7, 0.4], 'Iris-setosa'), t = -1, o = 1
		d_6 = ([4.6, 3.4, 1.4, 0.3], 'Iris-setosa'), t = -1, o = 1
		d_7 = ([5.0, 3.4, 1.5, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_8 = ([4.4, 2.9, 1.4, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_9 = ([4.9, 3.1, 1.5, 0.1], 'Iris-setosa'), t = -1, o = 1
		d_10 = ([5.4, 3.7, 1.5, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_11 = ([4.8, 3.4, 1.6, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_12 = ([4.8, 3.0, 1.4, 0.1], 'Iris-setosa'), t = -1, o = 1
		d_13 = ([4.3, 3.0, 1.1, 0.1], 'Iris-setosa'), t = -1, o = 1
		d_14 = ([5.8, 4.0, 1.2, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_15 = ([5.7, 4.4, 1.5, 0.4], 'Iris-setosa'), t = -1, o = 1
		d_16 = ([5.4, 3.9, 1.3, 0.4], 'Iris-setosa'), t = -1, o = 1
		d_17 = ([5.1, 3.5, 1.4, 0.3], 'Iris-setosa'), t = -1, o = 1
		d_18 = ([5.7, 3.8, 1.7, 0.3], 'Iris-setosa'), t = -1, o = 1
		d_19 = ([5.1, 3.8, 1.5, 0.3], 'Iris-setosa'), t = -1, o = 1
		d_20 = ([5.4, 3.4, 1.7, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_21 = ([5.1, 3.7, 1.5, 0.4], 'Iris-setosa'), t = -1, o = 1
		d_22 = ([4.6, 3.6, 1.0, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_23 = ([5.1, 3.3, 1.7, 0.5], 'Iris-setosa'), t = -1, o = 1
		d_24 = ([4.8, 3.4, 1.9, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_25 = ([5.0, 3.0, 1.6, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_26 = ([5.0, 3.4, 1.6, 0.4], 'Iris-setosa'), t = -1, o = 1
		d_27 = ([5.2, 3.5, 1.5, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_28 = ([5.2, 3.4, 1.4, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_29 = ([4.7, 3.2, 1.6, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_30 = ([4.8, 3.1, 1.6, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_31 = ([5.4, 3.4, 1.5, 0.4], 'Iris-setosa'), t = -1, o = 1
		d_32 = ([5.2, 4.1, 1.5, 0.1], 'Iris-setosa'), t = -1, o = 1
		d_33 = ([5.5, 4.2, 1.4, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_34 = ([4.9, 3.1, 1.5, 0.1], 'Iris-setosa'), t = -1, o = 1
		d_35 = ([5.0, 3.2, 1.2, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_36 = ([5.5, 3.5, 1.3, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_37 = ([4.9, 3.1, 1.5, 0.1], 'Iris-setosa'), t = -1, o = 1
		d_38 = ([4.4, 3.0, 1.3, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_39 = ([5.1, 3.4, 1.5, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_40 = ([5.0, 3.5, 1.3, 0.3], 'Iris-setosa'), t = -1, o = 1
		d_41 = ([4.5, 2.3, 1.3, 0.3], 'Iris-setosa'), t = -1, o = 1
		d_42 = ([4.4, 3.2, 1.3, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_43 = ([5.0, 3.5, 1.6, 0.6], 'Iris-setosa'), t = -1, o = 1
		d_44 = ([5.1, 3.8, 1.9, 0.4], 'Iris-setosa'), t = -1, o = 1
		d_45 = ([4.8, 3.0, 1.4, 0.3], 'Iris-setosa'), t = -1, o = 1
		d_46 = ([5.1, 3.8, 1.6, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_47 = ([4.6, 3.2, 1.4, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_48 = ([5.3, 3.7, 1.5, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_49 = ([5.0, 3.3, 1.4, 0.2], 'Iris-setosa'), t = -1, o = 1
		d_50 = ([7.0, 3.2, 4.7, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_51 = ([6.4, 3.2, 4.5, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_52 = ([6.9, 3.1, 4.9, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_54 = ([6.5, 2.8, 4.6, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_55 = ([5.7, 2.8, 4.5, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_56 = ([6.3, 3.3, 4.7, 1.6], 'Iris-versicolor'), t = -1, o = 1
		d_57 = ([4.9, 2.4, 3.3, 1.0], 'Iris-versicolor'), t = -1, o = 1
		d_58 = ([6.6, 2.9, 4.6, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_59 = ([5.2, 2.7, 3.9, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_60 = ([5.0, 2.0, 3.5, 1.0], 'Iris-versicolor'), t = -1, o = 1
		d_61 = ([5.9, 3.0, 4.2, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_62 = ([6.0, 2.2, 4.0, 1.0], 'Iris-versicolor'), t = -1, o = 1
		d_63 = ([6.1, 2.9, 4.7, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_64 = ([5.6, 2.9, 3.6, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_65 = ([6.7, 3.1, 4.4, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_66 = ([5.6, 3.0, 4.5, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_68 = ([6.2, 2.2, 4.5, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_72 = ([6.3, 2.5, 4.9, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_83 = ([6.0, 2.7, 5.1, 1.6], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_125 = ([7.2, 3.2, 6.0, 1.8], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.384, w1: -0.295, w2: -0.131, w3: 0.217, w4: 0.566, >
	EPOCH #1, 6 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_59 = ([5.2, 2.7, 3.9, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_107 = ([7.3, 2.9, 6.3, 1.8], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.384, w1: -0.285, w2: -0.130, w3: 0.227, w4: 0.568, >
	EPOCH #2, 7 errors:
		d_51 = ([6.4, 3.2, 4.5, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_59 = ([5.2, 2.7, 3.9, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_107 = ([7.3, 2.9, 6.3, 1.8], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.382, w1: -0.288, w2: -0.135, w3: 0.229, w4: 0.567, >
	EPOCH #3, 5 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_55 = ([5.7, 2.8, 4.5, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_66 = ([5.6, 3.0, 4.5, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_105 = ([7.6, 3.0, 6.6, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.380, w1: -0.292, w2: -0.139, w3: 0.228, w4: 0.566, >
	EPOCH #4, 5 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_59 = ([5.2, 2.7, 3.9, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_125 = ([7.2, 3.2, 6.0, 1.8], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.378, w1: -0.297, w2: -0.143, w3: 0.226, w4: 0.565, >
	EPOCH #5, 6 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_59 = ([5.2, 2.7, 3.9, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_107 = ([7.3, 2.9, 6.3, 1.8], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.378, w1: -0.287, w2: -0.141, w3: 0.237, w4: 0.567, >
	EPOCH #6, 5 errors:
		d_51 = ([6.4, 3.2, 4.5, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_66 = ([5.6, 3.0, 4.5, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_107 = ([7.3, 2.9, 6.3, 1.8], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.376, w1: -0.293, w2: -0.147, w3: 0.235, w4: 0.565, >
	EPOCH #7, 5 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_59 = ([5.2, 2.7, 3.9, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_125 = ([7.2, 3.2, 6.0, 1.8], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.374, w1: -0.297, w2: -0.151, w3: 0.233, w4: 0.564, >
	EPOCH #8, 6 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_59 = ([5.2, 2.7, 3.9, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_107 = ([7.3, 2.9, 6.3, 1.8], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.374, w1: -0.287, w2: -0.149, w3: 0.244, w4: 0.566, >
	EPOCH #9, 5 errors:
		d_51 = ([6.4, 3.2, 4.5, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_66 = ([5.6, 3.0, 4.5, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_107 = ([7.3, 2.9, 6.3, 1.8], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

